Time,Parking,SLAC-1,SLAC-2,VA-1,VA-2,
1.355,0.0923,1.7300,-4.8800,3.2600,4.5800,,,
1.360,0.0942,2.3400,-5.8000,3.1900,3.3900,,,
1.365,0.0893,4.1600,-6.6300,1.8700,3.0400,,,
1.370,0.0824,5.0500,-7.2300,0.7640,1.4300,,,
1.375,0.0903,5.6300,-7.3200,0.2800,0.1620,,,
1.380,0.0883,8.4300,-6.6700,-0.1080,-0.6450,,,
1.385,0.0864,10.2000,-3.4900,-1.5900,-1.7100,,,
1.390,0.0903,10.0000,-1.2400,-1.7900,-3.1200,,,
1.395,0.0932,11.3000,0.2680,-1.2300,-4.4400,,,
1.400,0.1099,12.0000,2.2200,-2.0800,-4.1600,,,
1.405,0.1256,12.1000,3.0900,-2.6900,-4.6200,,,
1.410,0.1364,12.1000,4.0200,-2.6300,-5.1100,,,
1.415,0.1590,10.9000,3.8200,-2.7300,-5.1400,,,
1.420,0.1796,9.4700,2.8700,-3.6300,-5.2800,,,
1.425,0.1933,5.8400,2.1700,-3.4600,-4.9300,,,
1.430,0.2179,4.3400,0.7540,-3.3100,-5.1400,,,
1.435,0.2473,3.7000,-1.2800,-4.5600,-5.6700,,,
1.440,0.2552,-1.0400,-3.0100,-4.7700,-4.7400,,,
1.445,0.2630,-2.7200,-4.5700,-4.4900,-2.3600,,,
1.450,0.2797,-1.4400,-6.1700,-4.9100,-3.1700,,,
1.455,0.2993,-2.8700,-7.0300,-4.8600,-4.8600,,,
1.460,0.3121,-5.2400,-6.9500,-4.5000,-3.9800,,,
1.465,0.3200,-4.6400,-7.7000,-4.7900,-3.8800,,,
1.470,0.3415,-5.2000,-8.5400,-4.7900,-4.1600,,,
1.475,0.3504,-6.4400,-7.3100,-4.0800,-3.4100,,,
1.480,0.3641,-5.7100,-6.4000,-3.5800,-2.3600,,,
1.485,0.3877,-7.1800,-6.1300,-3.6000,-1.8800,,,
1.490,0.4063,-8.3100,-3.7600,-2.5800,-1.3800,,,
1.495,0.4318,-8.2900,-1.3800,-1.9100,-0.3090,,,
1.500,0.4554,-7.7200,-0.2560,-2.0600,0.7920,,,
1.505,0.4780,-6.7900,0.9430,-1.1800,0.8170,,,
1.510,0.5005,-5.8400,2.8100,-0.6250,1.3000,,,
1.515,0.5113,-2.9000,4.6400,-0.4640,2.6800,,,
1.520,0.5270,-1.1500,5.5200,-0.3360,2.3200,,,
1.525,0.5457,1.6500,6.4100,-0.0761,1.8200,,,
1.530,0.5526,4.3100,6.9600,0.0568,2.1900,,,
1.535,0.5526,3.6000,7.0200,-0.4580,1.3300,,,
1.540,0.5516,6.0500,6.9400,-0.6850,0.4300,,,
1.545,0.5467,9.2600,5.2700,-0.0935,0.1020,,,
1.550,0.5359,9.7600,4.3100,0.0658,-0.2050,,,
1.555,0.5212,8.6000,5.6700,-0.8720,-0.2060,,,
1.560,0.4947,6.8700,4.8100,0.1550,-2.2500,,,
1.565,0.4642,6.8500,2.4100,0.8910,-3.8500,,,
1.570,0.4358,6.8800,1.5000,-0.4050,-3.0900,,,
1.575,0.4053,4.8900,1.1700,-0.2130,-2.3600,,,
1.580,0.3739,2.1300,0.9590,0.0499,-1.9500,,,
1.585,0.3622,0.8980,-0.1430,-0.4510,-1.9800,,,
1.590,0.3553,-0.0156,-0.9750,-0.2730,-2.3400,,,
1.595,0.3278,-2.1700,-0.2150,-0.1890,-1.4500,,,
1.600,0.2964,-3.8200,0.4050,-0.4690,-0.9830,,,
1.605,0.2787,-5.6000,0.2700,-0.3780,-2.1100,,,
1.610,0.2630,-7.0900,0.2980,-0.7160,-1.1000,,,
1.615,0.2424,-6.9100,0.7280,-0.8250,-0.0788,,,
1.620,0.2277,-8.1400,0.6490,0.0252,-1.1400,,,
1.625,0.1963,-9.7500,0.5130,-0.0410,0.0884,,,
1.630,0.1668,-10.3000,-0.4840,-0.4600,1.9400,,,
1.635,0.1482,-9.9100,-2.1500,0.1740,1.4300,,,
1.640,0.1286,-9.2000,-2.9400,-0.2940,1.9500,,,
1.645,0.1138,-8.4600,-3.6900,-1.3000,2.5200,,,
1.650,0.0913,-6.7700,-3.9600,-0.7010,2.0400,,,
1.655,0.0824,-5.3000,-5.4100,-1.1500,2.8800,,,
1.660,0.0805,-4.0400,-7.1800,-2.2300,2.6900,,,
1.665,0.0775,-3.8800,-5.9100,-1.7100,1.5600,,,
1.670,0.0873,-2.9400,-6.1100,-1.3400,1.3900,,,
1.675,0.0952,-0.0842,-7.7600,-1.6200,1.0400,,,
1.680,0.1188,1.6900,-7.1200,-1.9200,0.9440,,,
1.685,0.1453,2.3600,-7.0600,-1.5900,-0.0749,,,
1.690,0.1629,3.1400,-7.1600,-1.0100,-0.8320,,,
1.695,0.1973,5.6000,-4.6500,-0.7730,-0.6400,,,
1.700,0.2454,6.6400,-2.2800,-0.5240,-1.4700,,,
1.705,0.2719,6.2400,-1.2300,-0.4520,-1.6200,,,
1.710,0.2885,8.1900,1.1300,0.3690,-1.2100,,,
1.715,0.3229,8.6400,4.1600,0.9840,-1.1400,,,
1.720,0.3445,8.2000,6.1100,1.0700,-1.0300,,,
1.725,0.3622,7.8100,8.2200,1.6600,-0.8620,,,
1.730,0.3818,6.4600,10.8000,1.8700,-1.3800,,,
1.735,0.3965,6.7600,11.5000,2.0100,-2.2300,,,
1.740,0.4309,5.0200,11.5000,1.8400,-1.7800,,,
1.745,0.4446,1.9600,11.1000,1.3000,-1.6600,,,
1.750,0.4466,0.4160,9.4000,1.2800,-2.1500,,,
1.755,0.4701,-1.0400,7.4200,1.0200,-2.4300,,,
1.760,0.4780,-1.5000,5.1300,1.0800,-2.6300,,,
1.765,0.4740,-4.2100,3.2100,1.3200,-2.9000,,,
1.770,0.4819,-6.2700,1.0100,1.0300,-4.0800,,,
1.775,0.4897,-6.0800,-1.9500,1.2300,-4.3900,,,
1.780,0.4799,-6.7300,-3.1600,1.4500,-4.1400,,,
1.785,0.4691,-6.7800,-4.0100,0.6520,-3.8100,,,
1.790,0.4632,-6.9400,-5.5400,0.0714,-3.3000,,,
1.795,0.4515,-5.9800,-5.0900,-0.0334,-2.8300,,,
1.800,0.4230,-4.0200,-4.7700,-0.5760,-2.0100,,,
1.805,0.3916,-3.4500,-4.6500,-1.1400,-2.1800,,,
1.810,0.3730,-1.8400,-3.4200,-1.6300,-2.3500,,,
1.815,0.3504,0.5460,-2.1800,-1.2100,-2.3600,,,
1.820,0.3288,0.8920,-0.4290,-1.7500,-2.1100,,,
1.825,0.3033,3.9700,1.1600,-1.8200,-2.1200,,,
1.830,0.2699,5.9500,1.6400,-0.9520,-1.8300,,,
1.835,0.2424,5.3100,2.0700,-1.3600,-0.9300,,,
1.840,0.2081,7.4600,2.6400,-0.6260,-0.6670,,,
1.845,0.1875,8.0500,2.6700,-0.2480,-0.3740,,,
1.850,0.1767,8.5600,2.5200,-0.3370,-0.8430,,,
1.855,0.1668,7.5700,2.5800,0.4590,-1.7700,,,
1.860,0.1570,6.4100,2.7900,0.2670,-1.9400,,,
1.865,0.1443,7.7100,2.1200,-0.4120,-1.9900,,,
1.870,0.1511,5.8400,2.2400,-0.4540,-3.0000,,,
1.875,0.1600,3.7100,2.0300,-0.1390,-3.1900,,,
1.880,0.1531,3.4300,0.8570,-0.5460,-2.8200,,,
1.885,0.1629,3.2300,-0.5780,-0.5830,-3.7600,,,
1.890,0.1845,1.6400,-0.4250,-0.0878,-4.0400,,,
1.895,0.1786,-0.2350,0.0600,-0.0779,-3.8700,,,
1.900,0.1737,-1.0700,-3.1500,0.8720,-5.0000,,,
1.905,0.1757,-1.2500,-4.2200,0.7300,-5.3100,,,
1.910,0.1649,-2.3700,-4.3900,0.1370,-4.8400,,,
1.915,0.1570,-4.8500,-7.1600,1.4500,-4.2600,,,
1.920,0.1570,-4.0300,-10.1000,2.2500,-3.7300,,,
1.925,0.1629,-3.2000,-11.4000,1.5900,-3.8300,,,
1.930,0.1619,-3.9800,-11.7000,1.6400,-2.5600,,,
1.935,0.1659,-1.4100,-13.2000,1.7600,-1.2600,,,
1.940,0.1875,-0.8420,-13.6000,1.4600,-0.8300,,,
1.945,0.1924,-1.5000,-12.1000,2.0000,-1.1600,,,
1.950,0.1806,0.5620,-9.9400,2.3100,-2.2000,,,
1.955,0.1865,2.3300,-8.0700,2.3900,-2.2700,,,
1.960,0.1963,4.5700,-6.3900,1.7500,-2.8000,,,
1.965,0.1933,4.7200,-4.7600,1.4800,-4.2400,,,
1.970,0.2012,5.6800,-2.2200,2.2100,-5.7600,,,
1.975,0.2110,8.1900,0.8050,1.8100,-7.4200,,,
1.980,0.2130,9.0300,1.6700,0.6720,-9.1400,,,
1.985,0.2110,8.9400,3.5500,0.9330,-10.2000,,,
1.990,0.2081,7.6300,5.3900,0.7810,-10.2000,,,
1.995,0.2032,7.8900,4.9300,-0.3530,-11.7000,,,
